ss,id,startDate,endDate,MID,study,confirmation_code,Ethn,Ethn_TEXT,Age,Gender,Edu,SES,1.11,threaten,attitudes,value,like,connected,Al-I-W-1,Al-I-W-1_TEXT,Al-I-W-2,1.12,threaten,attitude,value,like,connected,Alha-I-A-1,Alha-I-A-1_TEXT,Alha-I-A-2,1.13,threaten,attitude,value,like,connected,Alha-I-A-1,Alha-I-A-1_TEXT,Alha-I-A-2,2.21,threat,attitude,value,like,connected,Dani-D-W-1,Dani-D-W-1_TEXT,Dani-D-W-2,2.22,threat,feel,value,like,connected,Dany-D-A-1,Dany-D-A-1_TEXT,Dany-D-A-2,2.23,threaten,attitude,value,like,connected,Dany-D-A-1,Dany-D-A-1_TEXT,Dany-D-A-2,3.21,threaten,attitude,value,like,connected,Harr-D-W-1,Harr-D-W-1_TEXT,Harr-D-W-2,3.22,threat,attitude,value,like,connected,Har-D-A-1,Har-D-A-1_TEXT,Har-D-A-2,3.23,threaten,attitude,value,like,connected,Har-D-A-1,Har-D-A-1_TEXT,Har-D-A-2,4.11,threat,attitude,value,like,connected,Jeff-I-W-1,Jeff-I-W-1_TEXT,Jeff_I-W-2,4.12,threat,attitude,value,like,connected,Jaf-I-A-1,Jaf-I-A-1_TEXT,Jaf-I-A-2,4.13,threaten,attitude,value,like,connected,Jaf-I-A-1,Jaf-I-A-1_TEXT,Jaf-I-A-2,5.11,threat,attitude,value,like,connected,Chad-I-W-1,Chad-I-W-1_TEXT,Chad-I-W-2,5.12,threat,attitude,value,like,connected,Chah-I-A-1,Chah-I-A-1_TEXT,Chah-I-A-2,5.13,threaten,attitude,value,like,connected,Chah-I-A-1,Chah-I-A-1_TEXT,Chah-I-A-2,6.21,threat,attitude,value,like,connected,Adam-D-W-1,Adam-D-W-1_TEXT,Adam-D-W-2,6.22,threat,attitude,value,like,connected,Adna-D-A-1,Adna-D-A-1_TEXT,Adna-D-A-2,6.23,threat,attitude,value,like,connected,Adna-D-A-1,Adna-D-A-1_TEXT,Adna-D-A-2,1.21,threat,attitude,value,like,connected,Al-D-W-1,Al-D-W-1_TEXT,Al-D-W-2,1.22,threat,attitude,value,like,connected,Alha-D-A-1,Alha-D-A-1_TEXT,Alha-D-A-2,1.23,threat,attitude,value,like,connected,Alha-D-A-1,Alha-D-A-1_TEXT,Alha-D-A-2,2.11,threat,attitude,value,like,connected,Dani-I-W-1,Dani-I-W-1_TEXT,Dani-I-W-2,2.12,threat,attitude,value,like,connected,Dany-I-A-1,Dany-I-A-1_TEXT,Dany-I-A-2,2.13,threat,attitude,value,like,connected,Dany-I-A-1,Dany-I-A-1_TEXT,Dany-I-A-2,3.11,threat,attitude,value,like,connected,Harr-I-W-1,Harr-I-W-1_TEXT,Harr-I-W-2,3.12,threat,attitude,value,like,connected,Har-I-A-1,Har-I-A-1_TEXT,Har-I-A-2,3.13,threat,attitude,value,like,connected,Har-I-A-1,Har-I-A-1_TEXT,Har-I-A-2,4.21,threat,attitude,value,like,connected,Jeff-D-W-1,Jeff-D-W-1_TEXT,Jeff-D-W-2,4.22,threat,attitude,value,like,connected,Jafr-D-A-1,Jafr-D-A-1_TEXT,Jafr-D-A-2,4.23,threat,attitude,value,like,connected,Jafr-D-A-1,Jafr-D-A-1_TEXT,Jafr-D-A-2,5.21,threat,attitude,value,like,connected,Chad-D-W-1,Chad-D-W-1_TEXT,Chad-D-W-2,5.22,threat,attitude,value,like,connected,Chah-D-A-1,Chah-D-A-1_TEXT,Chah-D-A-2,5.23,threat,attitude,value,like,connected,Chah-D-A-1,Chah-D-A-1_TEXT,Chah-D-A-2,6.11,threat,attitude,value,like,connected,Adam-I-W-1,Adam-I-W-1_TEXT,Adam-I-W-2,6.12,threat,attitude,value,like,connected,Adna-I-A-1,Adna-I-A-1_TEXT,Adna-I-A-2,6.13,threat,attitude,value,like,connected,Adna-I-A-1,Adna-I-A-1_TEXT,Adna-I-A-2,check1,check2,check_excl,comp1_eth,comp1_eth_recode,comp2_cond,exclude2,exclude,vignette.condition.eth,vignette,vignette_name,condition,cond_name,eth_cond,eth_cond_name,threat,attitude,value,like ,connected,identification,ts_forced,ts_forced_recode,ts_scaled,ethn_ss,Ethn_TEXT,ATT_CENT,IDENT_CENT,COND_DUMMY,ETH_IMMIG,ETH_SYRIAN
465,R_2X5VwkbVZafjGtw,1/8/16 10:20,1/8/16 10:22,A2V28W4THGYYTQ,Julian_1,25543629,6,,29,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,4,1,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,2,0,0,3.22,3,biz,2,deterioration,2,immigrant,3,5,5,4,1,3.333333333,1,1,7,6,,-0.357843137,-1.819934641,1,1,0
466,R_1DzKouFBGcpsWYm,1/8/16 10:21,1/8/16 10:23,AGX6FRHVVU2WS,Julian_1,98084109,6,,26,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,3,4,3,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,2,0,0,2.22,2,terr,2,deterioration,2,immigrant,2,5,3,4,3,3.333333333,1,1,6,6,,-0.357843137,-1.819934641,1,1,0
467,R_3kcyxXb6T6byz8L,1/8/16 10:15,1/8/16 10:23,A289D98Z4GAZ28,Julian_1,17022775,2,,46,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,7,5,5,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,2,0,0,5.21,5,minorities,2,deterioration,1,white,3,5,7,5,5,5.666666667,2,0,5,2,,-0.357843137,0.513398693,1,0,0
468,R_1eyiTnvXEfc4L90,1/8/16 10:17,1/8/16 10:23,ARDUQ0GJAHDW0,Julian_1,30874996,1,,23,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,4,3,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions. ,0,5,2,1,0,0,3.12,3,biz,1,improvement,2,immigrant,5,6,4,3,1,2.666666667,2,0,4,1,,0.642156863,-2.486601307,0,1,0
469,R_reueVZsvn2Muxbj,1/8/16 10:21,1/8/16 10:23,A2JR1GWH41MLRB,Julian_1,55124942,2,,27,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,9,8,8,2,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,2,0,1,1,1,4.13,4,alcohol,1,improvement,3,syrian,1,9,9,8,8,8.333333333,2,0,8,2,,3.642156863,3.180065359,0,0,1
470,R_3sitkTBj9SNUwXV,1/8/16 10:21,1/8/16 10:23,A3SATVJCYEFI4B,Julian_1,67603785,6,,23,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Currently enrolled,1,7,0,1,1,1,2.11,2,terr,1,improvement,1,white,5,5,5,5,5,5,1,1,6,6,,-0.357843137,-0.153267974,0,0,0
471,R_vufPhWC3pN00f1T,1/8/16 10:21,1/8/16 10:24,AIXNGJXYV4Y07,Julian_1,84766570,6,,58,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i have read the instructions,0,5,2,2,0,0,2.23,2,terr,2,deterioration,3,syrian,1,5,5,5,5,5,2,0,3,6,,-0.357843137,-0.153267974,1,0,1
472,R_87l0T8GE7j6hGLf,1/8/16 10:23,1/8/16 10:24,A2QTP92PCZUGI2,Julian_1,88371506,6,,36,2,8,3,,,,,,,,,,1,2,5,6,6,4,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,1,0,0,1.12,1,dad,1,improvement,2,immigrant,2,5,6,6,4,5.333333333,1,1,7,6,,-0.357843137,0.180065359,0,1,0
473,R_1oAz963CkMYQNlw,1/8/16 10:17,1/8/16 10:24,A3MCZ0MJJCELIJ,Julian_1,13449590,1,,27,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,4,6,6,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,3,1,1,3.23,3,biz,2,deterioration,3,syrian,5,5,4,6,6,5.333333333,1,1,5,1,,-0.357843137,0.180065359,1,0,1
474,R_Bu3hFeUJWtAEmYh,1/8/16 10:20,1/8/16 10:24,A2C1E2SCA77O7B,Julian_1,71315589,6,,44,2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,7,5,2,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,2,0,0,3.23,3,biz,2,deterioration,3,syrian,3,5,7,5,2,4.666666667,1,1,7,6,,-0.357843137,-0.486601307,1,0,1
475,R_3mjz7TU1iEe2MjF,1/8/16 10:23,1/8/16 10:25,AD1ILDUXZHASF,Julian_1,68162365,6,,28,1,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,3,It just happened??,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,2,1,1,4.22,4,alcohol,2,deterioration,2,immigrant,1,5,5,5,5,5,3,0,5,6,,-0.357843137,-0.153267974,1,1,0
476,R_xF79tWLbGHLFcsh,1/8/16 10:23,1/8/16 10:25,A2HCX55SX2NP1V,Julian_1,72922671,6,,54,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,2,0,0,5.22,5,minorities,2,deterioration,2,immigrant,1,5,5,5,1,3.666666667,2,0,3,6,,-0.357843137,-1.486601307,1,1,0
477,R_1QF6MTcZit95yL4,1/8/16 10:20,1/8/16 10:25,A2Z3I9XW0SHBPY,Julian_1,12562869,6,,50,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,5,7,7,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,1,0,0,5.11,5,minorities,1,improvement,1,white,5,7,5,7,7,6.333333333,2,0,5,6,,1.642156863,1.180065359,0,0,0
478,R_269Zt0UC1KqjquM,1/8/16 10:22,1/8/16 10:25,A3QW5NQC6ZBXJ4,Julian_1,63061668,6,,25,2,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,3,5,1,1,,8,,,,,,,,,,,I have read the instructions,0,5,2,1,0,0,6.12,6,police,1,improvement,2,immigrant,5,4,3,5,1,3,1,1,8,6,,-1.357843137,-2.153267974,0,1,0
479,R_12P6J22o3ue7ANZ,1/8/16 10:23,1/8/16 10:25,A2Y6AQQVXOF8KM,Julian_1,42484717,6,,30,2,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,6,6,4,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,3,0,1,2.21,2,terr,2,deterioration,1,white,5,5,6,6,4,5.333333333,1,1,8,6,,-0.357843137,0.180065359,1,0,0
480,R_2CkAg6cKMLOF1Uy,1/8/16 10:20,1/8/16 10:25,A2KRPK3GQR0GA9,Julian_1,54150145,6,,33,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,3,dont know ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,6,1,1,1,1,4.11,4,alcohol,1,improvement,1,white,1,5,5,5,5,5,3,0,5,6,,-0.357843137,-0.153267974,0,0,0
481,R_2ux510BNLnL9pnb,1/8/16 10:21,1/8/16 10:25,A1K2WI9QXXU9SK,Julian_1,73155059,6,,35,1,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,3,dont know him well enough to judge ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,5,2,2,1,1,3.22,3,biz,2,deterioration,2,immigrant,1,5,5,5,5,5,3,0,5,6,,-0.357843137,-0.153267974,1,1,0
482,R_3DoxStT4fT3Rpoz,1/8/16 10:21,1/8/16 10:25,A4M2EA2J10E7K,Julian_1,51525725,6,,45,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,7,5,5,3,"Maturity, aging, circumstances.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,1,0,0,4.11,4,alcohol,1,improvement,1,white,2,5,7,5,5,5.666666667,3,0,5,6,,-0.357843137,0.513398693,0,0,0
483,R_2Bhyyoxg81spQSQ,1/8/16 10:23,1/8/16 10:26,AP1K0VKJ6UXXC,Julian_1,87492195,6,,35,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,9,9,9,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions.,0,5,2,1,0,0,4.13,4,alcohol,1,improvement,3,syrian,1,9,9,9,9,9,1,1,9,6,,3.642156863,3.846732026,0,0,1
484,R_2al71IUUUPyQHQW,1/8/16 10:21,1/8/16 10:26,A2K74NVS3GNOXW,Julian_1,80546094,1,,21,2,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,7,7,5,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,1,0,0,4.12,4,alcohol,1,improvement,2,immigrant,1,7,7,7,5,6.333333333,2,0,7,1,,1.642156863,1.180065359,0,1,0
485,R_3nxEaXcdevtAGcR,1/8/16 10:21,1/8/16 10:27,A35JCNZJI2MQ20,Julian_1,96123086,6,,41,2,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,9,5,5,3,"A person learns that it is wrong to hurt other people when they learn that human life is precious, and our existence in the universe precarious due to the astronomical conditions we must be protected from.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,3,0,1,2.13,2,terr,1,improvement,3,syrian,1,5,9,5,5,6.333333333,3,0,5,6,,-0.357843137,1.180065359,0,0,1
486,R_Qj1B1Gf3VCRqmyZ,1/8/16 10:23,1/8/16 10:27,A2Q4A0C8Y3OQQ0,Julian_1,16396419,3,,22,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,7,7,3,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,I have read the instructions,0,5,2,1,0,0,2.12,2,terr,1,improvement,2,immigrant,3,3,7,7,3,5.666666667,1,1,7,3,,-2.357843137,0.513398693,0,1,0
487,R_2PnAxIEQimqMNPb,1/8/16 10:23,1/8/16 10:27,A361IHMJJJNU2W,Julian_1,70107564,6,,46,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,6,6,6,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,2,0,0,2.22,2,terr,2,deterioration,2,immigrant,1,5,6,6,6,6,2,0,5,6,,-0.357843137,0.846732026,1,1,0
