ss,id,MID,Age,Gender,Edu,SES,Comp2,check_excl,1.11,ALWTS-T_3,Al-W-TS-1,Al-W-TS-2,DONATION-T_3,DONATION,1.12,DONATION-T_3,DONATION,ALWD-T_3,AL-W-TS1,AL-W-TS2,1.21,ALITS-T_3,AL-I-TS1,AL-I-TS2,DONATION-T_3,DONATION,1.22,DONATION-T_3,DONATION,ALID-T_3,AL-I-TS1,AL-I-TS2,2.11,DANWTS-T_3,DAN-W-TS-1,DAN-W-TS-2,DONATION-T_3,DONATION,2.12,DONATION-T_3,DONATION,DANWD-T_3,DAN-W-TS1,DAN-W-TS2,2.21,DANYITS-T_3,DAN-I-TS1,DAN-I-TS2,DONATION-T_3,DONATION,2.22,DONATION-T_3,DONATION,DANYID-T_3,DAN-I-TS1,DAN-I-TS2,3.11,HARRWTS-T_3,HAR-W-TS1,HAR-W-TS2,DONATION-T_3,DONATION,3.12,DONATION-T_3,DONATION,HARWD-T_3,HAR-W-TS1,HAR-W-TS2,3.21,HARITS-T_3,HAR-I-TS1,HAR-I-TS2,DONATION-T_3,DONATION,3.22,DONATION-T_3,DONATION,HARID-T_3,HAR-I-TS1,HAR-I-TS2,4.11,JEFWTS-T_3,JEF-W-TS1,JEF-W-TS2,DONATION-T_3,DONATION,4.12,DONATION-T_3,DONATION,JEFWD-T_3,JEF-W-TS1,JEF-2-TS2,4.21,JAFITS-T_3,JAF-I-TS1,JAF-I-TS2,DONATION-T_3,DONATION,4.22,DONATION-T_3,DONATION,JAFID-T_3,JAF-I-TS1,JAF-I-TS2,5.11,CHADWTS-T_3,CHA-W-TS1,CHA-W-TS2,DONATION-T_3,DONATION,5.12,DONATION-T_3,DONATION,CHADWD-T_3,CHAD-W-TS1,CHAD-W-TS2,5.21,CHAHITS-T_3,CHA-I-TS1,CHA-I-TS2,DONATION-T_3,DONATION,5.22,DONATION_3,DONATION,CHAHID-T_3,CHAH-I-TS1,CHAH-I-TS2,6.11,ADAMWTS-T_3,ADA-W-TS1,ADA-W-TS2,DONATION-T_3,DONATION,6.12,DONATION-T_3,DONATION,ADAMWD-T_3,ADAM-W-TS1,ADAM-W-TS2,6.21,ADNAITS-T_3,ADN-I-TS-1,ADN-I-TS-2,DONATION-T_3,DONATION,6.22,DONATION-T_3,DONATION,ADNAID-T_3,ADNA-I-TS1,ADNA-I-TS2,vignette.eth.order,vignette,vignette_name,eth,eth_name,order,order_name,ts_time,ts_forced,ts_scale,donation_time,donation,ethn_ss,comp_eth,comp_eth_recode,comp_char,Comp2,check_excl,exclude
201,R_3ERVzUs5V9HGYtE,A2DDCDTHI8TBUT,31,1,6,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.373,2,6,1.533,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,5,minorities,2,immigrant,1,TS_first,15.373,2,6,1.533,18,6,6,1,2,,1,1
202,R_qwo077pP8VRRpst,A3HNQEL7IADBGE,23,1,4,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.094,2,4,19.421,16,,,,,,,6.21,6,police,2,immigrant,1,TS_first,19.094,2,4,19.421,16,3,5,2,2,I have read the instructions,0,1
203,R_4GueF9bfPMi8LPr,A3JMW8FYE9LJIV,22,1,5,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.164,2,8,9.633,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,24.164,2,8,9.633,12,6,6,1,2,I have read the instructions,0,0
204,R_1gnhV5dSQL4R282,AB0C8SMEA3BFE,27,1,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.965,16,17.341,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,17.341,2,6,8.965,16,3,3,0,2,I have read the instructions,0,1
205,R_1IEg7N8QjJWd1Mh,A31NM1MBTECA53,32,1,5,7,I have read the instructions,0,,3.728,2,4,2.013,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,3.728,2,4,2.013,16,6,1,0,2,I have read the instructions,0,1
206,R_1pDTGBSHkxWYM9w,A9EDTSXY8SU9L,31,2,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.136,1,6,14.605,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,28.136,1,6,14.605,16,6,6,1,2,I have read the instructions,0,0
207,R_3kweVPI57q7WGVN,AYG3MF094634L,38,2,5,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,10.146,16,26.372,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1,dad,2,immigrant,2,Donation_first,26.372,1,7,10.146,16,6,5,2,2,I have read the instructions,0,0
208,R_3KZPL6r8cVeDrBQ,A32UE0WDFAUWBE,26,1,4,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.666,16,26.76,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,4,alcohol,1,white,2,Donation_first,26.76,1,5,8.666,16,6,6,1,2,I have read the instructions,0,0
209,R_2SAXHi4YCIxyuEe,A1WCAXCHWZPTFQ,25,2,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.633,2,5,25.778,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,39.633,2,5,25.778,16,6,6,1,2,I have read the instructions,0,0
210,R_12SxCkBOVEA9k7l,ATF7HBD1TFI2U,35,2,3,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.966,16,48.271,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,48.271,1,8,15.966,16,6,6,1,2,I have read the instructions,0,0
211,R_1K1QuA3CvyCoHue,ALQ7GPHT431Q2,37,1,4,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.62,16,30.976,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,30.976,1,9,21.62,16,6,5,2,2,I have read the instructions,0,0
212,R_OOLUQt36t4oI1e9,A220217I0IXYX3,35,1,6,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.531,13,28.141,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,28.141,2,5,39.531,13,6,6,1,2,I have read the instructions,0,0
213,R_RxWSk09wDjscM3n,A3IAHY19YWBFXE,29,1,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.775,1,7,35.437,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,49.775,1,7,35.437,18,3,3,0,2,I have read the instructions,0,1
214,R_25QiDDMYee6vuWn,A1P5O314VY2GQF,26,1,4,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.788,13,63.177,1,8,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,63.177,1,8,14.788,13,6,6,1,2,,1,1
215,R_1ibykF5eO0dF0QH,A2V5YWKJKJLFSV,24,2,4,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.566,2,4,4.073,14,,,,,,,6.21,6,police,2,immigrant,1,TS_first,13.566,2,4,4.073,14,6,5,2,2,I have read the instructions,0,0
216,R_sHj0LmJyRuExzfH,A2CYD8QD1JO0O5,28,1,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,34.228,1,7,13.077,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2,terr,1,white,1,TS_first,34.228,1,7,13.077,16,3,6,1,2,I have read the instructions,0,1
217,R_12x9mQuPIknKv9W,A31APMR6MJCNQ5,60,2,4,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.199,2,6,22.851,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,5,minorities,2,immigrant,1,TS_first,45.199,2,6,22.851,12,6,5,2,2,I have read the instructions,0,0
218,R_2WTmhyBJGa955V3,A3QC57KUVJP5EW,24,1,2,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55,12,25.696,2,6,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,25.696,2,6,11.55,12,6,5,2,2,I have read the instructions,0,0
219,R_2dhGiywWYT6JBoC,AFDC9A6Z60W2Z,44,1,4,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.024,16,20.062,2,3,6.22,6,police,2,immigrant,2,Donation_first,20.062,2,3,14.024,16,6,5,2,2,I have read the instructions,0,0
220,R_xawgpNL2Kao0MZb,A39WGGJ22N4S4F,30,2,5,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.243,1,7,18.315,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,73.243,1,7,18.315,16,6,6,1,2,I have read the instructions,0,0
221,R_C7TqfWLaFJZ3t29,AMBHQ6H27OXO5,36,1,5,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.631,1,6,14.771,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,44.631,1,6,14.771,16,6,6,1,2,I have read the instructions,0,1
222,R_3EtXDUDH6S6xhh3,A1DY4DM16TBFPL,23,1,8,5,I have read the instructions,0,,,,,,,,7.993,12,24.46,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1,dad,1,white,2,Donation_first,24.46,3,6,7.993,12,6,7,0,2,I have read the instructions,0,1
223,R_3MxTWh5glWhaFRS,A20EU0UH5K3VGE,51,2,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.765,12,76.416,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,76.416,2,7,13.765,12,6,5,2,2,I have read the instructions,0,0
224,R_1ibtxAEN0dySLMf,A2WQTNO91C05GC,26,1,4,8,I have read the instructions.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.415,1,8,14.876,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,35.415,1,8,14.876,16,6,6,1,2,I have read the instructions.,0,1
225,R_3L8686tybIKqj1a,A27MJOV91GA8R3,29,1,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.92,1,8,14.805,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,40.92,1,8,14.805,14,6,6,1,2,I have read the instructions,0,1
226,R_3t6cwQCWlIzRvDr,A3RR85PK3AV9TU,28,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.077,16,32.047,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3,biz,1,white,2,Donation_first,32.047,1,8,15.077,16,6,6,1,2,I have read the instructions,0,0
227,R_3qZI0VirB7KbacO,A3JTPSYZCZSLW2,33,2,5,5,I have read the instructions,0,,,,,,,,,,,,,,31.812,2,6,21.25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1,dad,2,immigrant,1,TS_first,31.812,2,6,21.25,16,6,6,1,2,I have read the instructions,0,1
228,R_dmaFytwgCF8d8UF,A23P23UGCR8IZS,42,1,6,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.272,2,3,28.105,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,61.272,2,3,28.105,16,6,5,2,2,I have read the instructions,0,1
229,R_bvnV7o1LOQsKQzT,A15OB1PUKP35RI,29,1,8,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.153,16,43.816,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,4,alcohol,1,white,2,Donation_first,43.816,2,1,17.153,16,6,6,1,2,I have read the instructions,0,0
230,R_1g7QIEgF4HL8xMx,A3W4QQ3FSGV3ID,30,1,4,9,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.51,1,9,26.629,16,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,93.51,1,9,26.629,16,6,6,1,2,I have read the instructions,0,0
231,R_1jwCuxhb7Xq7tgv,A3LPKX81X8KT12,20,1,4,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.963,16,45.606,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,45.606,1,7,12.963,16,6,5,2,2,I have read the instructions,0,0
232,R_2ByRgr4En6BL940,A3774HPOUKYTX7,35,1,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.587,1,6,9.686,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,6.587,1,6,9.686,16,6,6,1,2,I have read the instructions,0,0
233,R_2wvjHxm1VOBko4X,A38USYKE9P7Z9O,42,2,5,8,I have read the instructions,0,,,,,,,,,,,,,,55.35,1,7,21.659,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1,dad,2,immigrant,1,TS_first,55.35,1,7,21.659,16,6,6,1,2,I have read the instructions,0,1
234,R_QhqjCO2Bfe7xMaZ,A2QSAOQ838LIII,44,2,4,6,I have readd the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.828,16,38.859,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,38.859,1,6,9.828,16,6,5,2,2,I have readd the instructions,0,0
235,R_2PC29rXyLLtwt0r,A2ITFD7TE7VL1E,28,2,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.185,1,8,8.596,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,29.185,1,8,8.596,16,3,3,0,2,I have read the instructions,0,1
236,R_3HFYyLDWCFccDrL,A2NDA88F1EZWEH,37,1,2,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.048,1,8,10.207,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,49.048,1,8,10.207,16,6,5,2,2,I have read the instructions,0,0
237,R_1NFhDgpNhM5KjJq,A361EVMLK9O0G1,32,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.598,16,19.099,1,6,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,19.099,1,6,14.598,16,6,6,1,2,I have read the instructions,0,0
238,R_6uu8IzrId38ubrH,A32J0WKL5KD8C0,34,1,4,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.988,12,40.89,1,6,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,40.89,1,6,10.988,12,6,5,2,2,I have read the instructions,0,0
239,R_2Ej9jgaAaW6lmN0,A38QZWKGT370RD,20,2,5,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.36,16,35.308,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3,biz,1,white,2,Donation_first,35.308,1,7,11.36,16,6,6,1,2,I have read the instructions,0,0
240,R_3EZumJd42PguMgJ,A2C98AABF1ZILY,24,1,4,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.635,16,15.033,1,7,6.22,6,police,2,immigrant,2,Donation_first,15.033,1,7,8.635,16,6,6,1,2,I have read the instructions,0,1
241,R_6hcaI8rzi6hKxRn,A2C7VUFGB8WGCG,29,1,5,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.817,2,5,29.969,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,72.817,2,5,29.969,21,6,6,1,2,I have read the instructions,0,0
242,R_3kjtmtz5PC0E1Wg,A2FH1TQLYUUDA6,36,1,2,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.093,2,4,14.942,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,5,minorities,2,immigrant,1,TS_first,41.093,2,4,14.942,23,6,5,2,2,I have read the instructions,0,0
243,R_22y1A04z6SW4EoU,A2C3DWQTIKZWVW,34,2,4,6,I have read the instructions,0,,23.257,1,6,11.052,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,23.257,1,6,11.052,14,6,6,1,2,I have read the instructions,0,0
244,R_Qp67hMvTSdiuslX,AS68QSR9OKM0N,31,2,5,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.474,3,1,17.351,16,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,55.474,3,1,17.351,16,6,6,1,2,I have read the instructions,0,0
245,R_27V8rouwelfWhtm,A1R5W4RQZTROD8,36,1,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.816,13,18.322,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,18.322,2,5,12.816,13,3,6,1,2,I have read the instructions,0,1
246,R_3dWUdrnLXSf1fqB,"APWZE2NI55D48,APWZE2N155D48",62,2,5,5,Thank you very much.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.38,12,67.969,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,67.969,1,7,15.38,12,6,5,2,2,Thank you very much.,1,1
247,R_9FtLmJ242J3tJPr,A26489BYPGWBGZ,23,1,5,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.192,2,5,19.741,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,179.192,2,5,19.741,9,3,3,0,2,I have read the instructions,0,1
248,R_2Yn3UKk8GnJl5FP,A2NWIKWCQ65ZP4,38,1,4,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.351,1,6,10.267,16,,,,,,,6.21,6,police,2,immigrant,1,TS_first,22.351,1,6,10.267,16,6,2,0,2,,1,1
